alim_code,alim_ssgrp_nom_fr,source AJOUT,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
24680,céréales de petit-déjeuner et biscuits,,Biscuit moelleux fourré à l'orange et enrobé de sucre glace,354,"4,25","79,3","1,92","52,9",1,"0,86","18,4","0,015",-,"0,7","10,1",81,"0,4","< 0,5","0,7",< 1
24684,céréales de petit-déjeuner et biscuits,,Cookie aux pépites de chocolat,502,"6,47",59,"25,9","31,5","3,38","12,9","17,3","1,01","30,5","3,43","70,2",270,"1,2","< 0,5","2,6",< 1
24685,céréales de petit-déjeuner et biscuits,,"Cône ou cornet classique, pour glace",401,"7,5","80,4",5,"25,6",2,"4,1",-,"0,54",-,-,-,-,-,-,-,-
24686,céréales de petit-déjeuner et biscuits,,Génoise sèche fourrée aux fruits et nappée de chocolat,391,"3,23","69,5","10,6","51,7","2,16","6,11","34,8","0,17",-,"1,9",37,159,"0,9","< 0,5","0,75",< 1
24690,céréales de petit-déjeuner et biscuits,,Biscuit sec pauvre en glucides,448,"20,8","43,8","18,5","19,3","11,5","8,75",-,"0,86",-,-,-,-,-,-,-,-
9230,céréales de petit-déjeuner et biscuits,,"Pop-corn, à l'huile, salé",461,11,"57,1","19,1","0,6","8,22","9,73","3,3","1,2","9,6","2,3",-,182,"2,48",0,"1,65","< 0,5"
9231,céréales de petit-déjeuner et biscuits,,"Pop-corn, à l'air",417,"10,5","59,7","12,3","0,87","12,8","4,57",0,"0,02",7,"3,19",144,329,"3,08",0,"0,29",0
9232,céréales de petit-déjeuner et biscuits,,"Pop-corn, au caramel",422,"4,33","80,4","8,17",43,5,"2,46",-,"0,14",-,-,-,-,-,-,-,-
38104,céréales de petit-déjeuner et biscuits,,Chips de crevette,508,"3,1","63,7","26,6","7,1",1,"2,4",13,"1,53",46,"1,4","15,5","41,5",< 1,"< 0,2","5,8",-
38105,céréales de petit-déjeuner et biscuits,,Chips de maïs ou tortilla chips,495,"6,56","59,5","24,7","2,62","4,19","9,98",0,"1,42","94,5","1,17","64,5",228,"1,18",0,"5,85",0
38106,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif soufflé, à base de pomme de terre",486,"4,25",61,"24,1","1,61","3,81","6,34",-,"3,14",31,"1,37",36,630,"0,69",-,-,-
38107,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif, mini bretzel ou sticks",379,"11,2","74,4","3,13","2,02","4,32","1,4",-,"3,73",21,"1,3",28,160,"0,77",-,"1,09",-
38108,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif soufflé, à base de pomme de terre et de soja",409,19,"58,3","9,33","7,17","7,67","0,9",-,"2,08",-,-,-,-,-,-,-,-
38399,céréales de petit-déjeuner et biscuits,,Biscuit apéritif,486,"9,23","60,4","22,3","3,84","3,41","9,53","11,8","2,44","35,2","2,21","31,6",244,"0,76",,"2,8",
38400,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",489,"6,96","62,1",23,"2,79","3,1","9,66","5,6","2,48","55,4","1,2","38,5",371,"0,5","< 0,5","3,7",-
38401,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif, crackers, garni ou fourré, au fromage",535,"13,8",46,"32,2","5,33","3,37","19,9",0,"1,89",236,"3,3","26,5",148,"1,4",0,4,-
38402,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif, crackers, nature",499,"10,5",59,"23,9","5,44","3,14","12,1","5,9","2,3",28,"2,75","30,5",152,"0,8",-,3,0
38403,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif, crackers, nature, allégé en matière grasse",410,"6,53","73,1","9,33","3,97","3,67","4,67",0,3,72,"2,9",29,152,"0,75",0,"3,2",0
38404,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",487,"13,3","54,8","22,9","3,13","3,99","5,94",-,"1,88",-,-,-,-,-,-,-,-
38405,céréales de petit-déjeuner et biscuits,,"Biscuit apéritif à base de pomme de terre, type tuile salée",521,"4,63","59,1","28,8","2,86","3,31","9,02","37,7","1,62",-,-,-,-,-,-,-,-
38406,céréales de petit-déjeuner et biscuits,,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",518,"15,8","45,4","29,7","4,51","3,18","7,8",-,"2,82",-,-,-,-,-,-,-,-
38407,céréales de petit-déjeuner et biscuits,,Biscuit apéritif feuilleté,509,"12,3","53,7","26,5","1,86","2,69","17,5",-,"2,54",-,-,-,-,-,-,-,-
38408,céréales de petit-déjeuner et biscuits,,Crêpe dentelle (pour apéritif) au fromagee,555,"9,3","48,8","35,6","14,2","1,25","23,3","33,6","1,73",-,-,-,-,-,-,-,-
23000,gâteaux et pâtisseries,,Gâteau (aliment moyen),410,"5,53","52,6","19,2","33,4","1,91","6,07","98,8","0,65","76,4","1,4","24,2",182,"0,54","0,33","2,89","0,49"
23005,gâteaux et pâtisseries,,Gâteau Paris-Brest,355,"5,44","26,1","24,9","16,2","1,2","13,1",109,"0,3",73,"0,66",23,160,"0,54","< 0,25","2,85",-
23006,gâteaux et pâtisseries,,Gâteau au chocolat type forêt noire,334,"4,13","35,4",19,"29,5","2,2","12,4","61,7","0,17",53,"2,7",32,190,"0,59","< 0,25","0,69","< 0,5"
23007,gâteaux et pâtisseries,,Gâteau mousse de fruits bavarois,245,"3,87","29,7","12,2","23,6",< 1,"6,51",87,"0,11","42,3","0,8","10,5",97,"0,4","< 0,5","0,7","3,1"
23008,gâteaux et pâtisseries,,Entremets type Opéra,400,"5,19","39,6",24,"35,1","2,3","13,4","80,2","0,11",42,"3,2",44,240,"0,76","< 0,25","1,21","< 0,5"
23009,gâteaux et pâtisseries,,Fraisier ou framboisier,262,"3,31","26,7","15,5","23,3","1,3","8,3",61,"0,15","57,1",< 1,"16,9",105,< 1,"< 0,2","1,3","4,3"
23020,gâteaux et pâtisseries,,"Baba au rhum, préemballé",175,"3,05","21,3","5,3","17,9","1,46","3,31",-,"0,28",-,-,-,-,-,-,-,-
23022,gâteaux et pâtisseries,,Canelé,297,"5,31","59,4","3,7","37,6","2,6","2,11","14,8","0,19","56,9",-,-,-,-,-,-,-
23024,gâteaux et pâtisseries,,Macaron moelleux fourré,453,"8,97","54,9","21,2","49,8","2,9","4,46","19,3","0,16",81,"1,5","79,1",290,"0,9",-,"5,2","2,1"
23030,gâteaux et pâtisseries,,Bûche de Noël pâtissière,320,"4,2","30,6","19,7","23,7","1,3",-,89,"0,18","58,3","1,6","22,7",157,< 1,-,"1,5","1,1"
23032,gâteaux et pâtisseries,,Brownie au chocolat,467,"6,22",50,"26,2",35,"3,33","8,21","16,5","0,56","60,3","2,2","39,3",144,"0,79","0,2","0,15","5,3"
23033,gâteaux et pâtisseries,,Rocher coco ou Congolais (coco),464,"4,46","53,7","24,1","47,5","7,08","21,2",-,"0,1","18,8",1,"49,1",345,1,-,-,-
23050,gâteaux et pâtisseries,,Biscuit de Savoie,260,"5,9","56,3","0,8",-,"1,5","0,12",0,"1,87",140,"0,52",12,93,"0,41",-,-,0
23081,gâteaux et pâtisseries,,Quatre-quarts - barre pâtissière,399,"5,76","46,1",21,"26,2","1,38","9,39",151,"1,22",29,"0,7","7,71","83,5","0,46","< 0,5","0,91",< 1
23103,gâteaux et pâtisseries,,"Gâteau au citron, tout type",430,5,54,"21,3",-,1,"8,64",-,"0,54",-,"0,4",-,170,-,-,-,-
23121,gâteaux et pâtisseries,,Far aux pruneaux,337,"5,5","61,4","7,55","22,6",1,"4,53",132,"0,75","43,4",2,"14,3",169,< 1,"< 0,2","1,1",traces
23122,gâteaux et pâtisseries,,Kouign Amann,502,"5,05","55,1","28,9","27,4","0,6",20,-,"0,68",-,-,-,-,-,-,-,-
23200,gâteaux et pâtisseries,,Pain d'épices,335,"3,38","74,2","2,01","41,7","3,21","0,59",2,"0,47",4,"1,1","14,3","91,9","0,5",-,"0,57","< 0,5"
23300,gâteaux et pâtisseries,,Baklava ou Baklawa,463,"10,4",50,"24,5","39,6",< 1,"4,7",37,"0,075","98,3","1,5",95,255,"1,12","0,18","6,55","0,4"
23301,gâteaux et pâtisseries,,Corne de gazelle,475,"8,55","60,2","22,1",32,< 1,"7,78",-,"0,15","68,2",1,"44,9",165,"0,7",-,-,-
23455,gâteaux et pâtisseries,,Chou à la crème,294,"4,47","30,6","16,9","23,1",1,"7,37","92,5","0,31","71,6",< 1,"9,6",104,< 1,"< 0,2","1,08",0
23456,gâteaux et pâtisseries,,Chou à la crème chantilly,350,"4,63","22,9","26,4","8,9",1,"13,6",122,"0,37","71,6",< 1,"9,2",108,< 1,"< 0,2","1,4",-
23457,gâteaux et pâtisseries,,Chou à la crème pâtissière,225,"4,31","34,9","7,3","13,5",1,"3,38",63,"0,25","71,6",< 1,10,"99,5",< 1,"< 0,2","0,76",-
23477,gâteaux et pâtisseries,,Éclair,250,"5,78","28,3","11,8","18,9","3,9","5,59","99,7","0,23","68,4","1,18",11,117,"0,48",1,"2,01","0,3"
23479,gâteaux et pâtisseries,,Tarte aux fruits - crème pâtissière,205,"2,94",30,"7,7","18,7","1,3","4,8",34,"0,26",42,"0,43",11,150,"0,25","< 0,25","1,08","5,42"
23481,gâteaux et pâtisseries,,Tarte normande aux pommes,313,"4,44","38,7",15,"25,8","2,5","8,37","71,4","0,23",39,"0,57",16,180,"0,39","< 0,25","1,6","7,05"
23485,gâteaux et pâtisseries,,Tarte au citron,383,5,"42,7","20,9","30,1","1,8","10,7",121,"0,13","25,2","1,2","9,7","95,8",< 1,"< 0,2","1,1","13,4"
23490,gâteaux et pâtisseries,,Tarte ou tartelette aux pommes,227,"2,52","32,7","8,79","20,7","3,3","4,66",19,"0,31","4,5","0,55",11,149,"0,2","< 0,5","0,7",5
23491,gâteaux et pâtisseries,,Tarte aux fraises,318,"3,19",31,"19,8",-,"1,5","9,04",29,"0,14","53,6","0,51",18,146,< 1,"< 0,2","0,94","5,1"
23493,gâteaux et pâtisseries,,Crumble aux pommes,242,"2,68","35,9","8,98","23,7","3,5","3,53","< 0,5","0,059","8,6","0,3","7,47","75,6","0,2","< 0,5","2,05","55,8"
23494,gâteaux et pâtisseries,,Tarte aux abricots,285,"3,18",41,"10,7","17,4","5,9","6,43","39,8","0,22",25,6,-,-,-,-,-,-
23495,gâteaux et pâtisseries,,Tarte aux fruits rouges,239,"3,5","38,5","6,87","20,9","4,5","3,85","14,8","0,21",-,-,-,-,-,-,-,-
23496,gâteaux et pâtisseries,,Tarte Tatin aux pommes,243,"2,31","37,1","9,3","24,9","0,7","5,98","39,6","0,19","9,4","0,33","6,7",100,"0,19","< 0,25","< 0,08","< 0,5"
23497,gâteaux et pâtisseries,,"Tarte au chocolat, artisanale",470,"5,94","40,9","30,7","22,7","2,9","18,9","82,9","0,19",53,"4,7",47,230,"0,79","< 0,25","1,46",0
23499,gâteaux et pâtisseries,,Tarte ou tartelette aux fruits,303,"3,72","46,9","10,6","24,6","2,64","4,74",60,"0,38","26,2","0,45",14,157,"0,16","0,31","0,45","0,52"
23525,gâteaux et pâtisseries,,Flan pâtissier aux œufs,150,"3,69","27,1","1,62","18,5","6,3","1,17",75,"0,11",106,"0,5","10,5",111,"0,4","< 0,5","0,52","< 0,5"
23531,gâteaux et pâtisseries,,Charlotte aux fruits,203,"5,16",29,"6,64","21,7","2,8","3,34","74,5","0,038","37,6","0,75","18,7",138,"0,47","0,2","1,75","8,15"
23585,gâteaux et pâtisseries,,Gâteau au chocolat,440,"6,24","49,5","23,6","32,4","2,58","6,9",110,"0,66",153,"1,73","33,4",184,"0,68","< 0,5","5,4",< 1
23586,gâteaux et pâtisseries,,Gâteau moelleux au chocolat,438,"6,19","48,2",24,"33,4","2,56","7,88",127,"0,3",-,-,-,-,-,-,-,-
23588,gâteaux et pâtisseries,,Gâteau au yaourt,426,"5,87","51,8","21,4","26,9","1,13","2,23",-,"0,67",-,-,-,-,-,-,-,-
23589,gâteaux et pâtisseries,,Gâteau au fromage blanc,237,"6,17","26,5","11,6","19,5","0,7","5,16",55,"0,5",51,"0,63",11,90,"0,51","0,5","0,56","0,4"
23594,gâteaux et pâtisseries,,Gâteau moelleux nature génoise,392,"5,7","57,6","14,4","27,1","4,6","1,6",-,"0,5","31,4",-,"9,5",141,"0,7",-,-,-
23680,gâteaux et pâtisseries,,Galette des rois feuilletée,354,5,"29,8","23,3","9,9","2,45","13,4",-,"0,61",-,-,-,-,-,-,-,-
23684,gâteaux et pâtisseries,,Galette des rois feuilletée frangipane,438,"7,6","33,4",30,"18,8",2,14,90,"0,7","58,7","1,1","38,1",169,< 1,-,"3,3","1,3"
23799,gâteaux et pâtisseries,,"Crêpe, naturee, rayon frais",254,"6,49",40,"7,21","15,2","1,9","6,5","60,9","0,61",75,"0,56",14,140,"0,52","< 0,25","1,06","< 0,5"
23800,gâteaux et pâtisseries,,"Crêpe, nature",381,"7,88","60,1","11,8","26,3","1,42","7,48","54,7","1,75",63,"0,8","17,7",162,"0,7","< 0,5","0,6",< 1
23801,gâteaux et pâtisseries,,"Galette de sarrasin, naturee",156,"5,95","28,2","1,51","1,08","3,08","0,33","0,7","1,32","21,6","1,8","86,9",188,"1,6","< 0,5","0,28",0
23802,gâteaux et pâtisseries,,"Gâteau basque, crème pâtissière",367,"4,03","57,4","13,3","28,1",1,"7,55","53,1","0,47",27,"0,44",11,100,"0,28","< 0,25","0,26","< 0,5"
23803,gâteaux et pâtisseries,,"Gâteau basque, cerises",395,"4,3","63,3","13,5",42,"1,4","9,1",-,"0,43",-,-,-,-,-,-,-,-
23815,gâteaux et pâtisseries,,"Crêpe préemballée, au sucre",406,"6,62","58,7","15,8",31,"1,04","9,38",-,"1,44","82,5",-,"17,4",-,"0,58",-,-,-
23820,gâteaux et pâtisseries,,"Crêpe maison, à la confiture",297,"6,51","54,3","5,74","19,4",1,"3,36","41,3","0,89","49,8","0,77","12,2",126,"0,43","0,11","0,26","4,62"
23821,gâteaux et pâtisseries,,"Crêpe maison, au chocolat",389,"8,1",55,"14,6","20,4","2,44","7,21","43,8","0,9","72,6","2,43","35,7",223,"0,76","0,49","1,38","0,25"
23829,gâteaux et pâtisseries,,"Crêpe préemballée, au chocolat",448,"6,43","58,7","20,4","38,2","1,96","5,52","53,6","0,83",71,"2,9",36,240,"0,84","< 0,25","7,78","< 0,5"
23830,gâteaux et pâtisseries,,"Crêpe préemballée, fourrée fraise",349,"5,35","66,7","6,6","30,8",1,2,-,"1,02",-,-,-,-,-,-,-,-
23851,gâteaux et pâtisseries,,"Gaufre moelleuse, nature ou sucréee",469,"7,1","52,5","25,2",32,"1,77","11,4",-,"0,82","2,8",-,-,-,-,-,-,-
23852,gâteaux et pâtisseries,,"Gaufre moelleuse, chocolatéee",468,"6,1","55,9","23,9","29,4","2,45","13,5",-,"0,63",-,-,-,-,-,-,-,-
23853,gâteaux et pâtisseries,,"Gaufre croustillante, nature ou sucréee",451,"5,18","66,4","17,9","37,6","1,81","10,1",-,"0,83",-,-,-,-,-,-,-,-
23854,gâteaux et pâtisseries,,"Gaufre croustillante, chocolatéee",455,"6,9",70,16,39,"1,6",12,-,"0,76",-,-,-,-,-,-,-,-
23880,gâteaux et pâtisseries,,Beignet rond moelleux nature sucré,404,"7,25","39,4","23,7","10,7",2,"9,46",19,"1,11",24,"0,68",18,93,"0,62","< 0,25","4,28",0
23881,gâteaux et pâtisseries,,Beignet à la confiture,378,"6,23","45,7","18,7","19,9","0,9","4,84",26,"0,71","30,8","1,76","12,7",79,"0,53",0,"0,43",0
23884,gâteaux et pâtisseries,,Beignet fourré aux fruits,362,"5,65","47,6",16,"14,5","2,15","6,05",-,"0,78",39,"0,6",-,-,-,-,-,-
23885,gâteaux et pâtisseries,,Beignet fourré goût chocolat,420,"7,31","45,9","22,5","18,6","2,6","8,41","45,2","0,7",80,2,32,180,"0,83","< 0,25","3,18","< 0,5"
23900,gâteaux et pâtisseries,,Pâtisserie (aliment moyen),355,"5,12","43,5","17,3","28,2","2,49","6,94","71,4","0,39","67,4","1,31","25,5",161,"0,5","0,3","2,39","3,79"
23909,gâteaux et pâtisseries,,Cake aux fruits,391,"4,78","55,7","15,2","37,1","2,01","4,04",113,"0,64","37,3","0,96","17,6",294,"0,34","0,45","0,43","0,31"
23925,gâteaux et pâtisseries,,Gâteau marbré,437,"5,76","50,8",23,"27,9","1,75","6,11","99,8","0,67",30,"1,7",19,160,"0,56","< 0,25","4,23","< 0,5"
23930,gâteaux et pâtisseries,,Gâteau sablé aux fruits,427,"5,13","63,9","16,3",39,"1,9",13,-,"0,61",-,-,-,-,-,-,-,-
23937,gâteaux et pâtisseries,,Gâteau moelleux aux fruits,402,"4,61","61,6","14,8","34,2","1,97","3,11",-,"0,85",-,-,-,-,-,-,3,-
23938,gâteaux et pâtisseries,,Gâteau moelleux aux fruits à coque,454,"6,2","48,8","25,5","34,7","2,1","12,8",-,"0,5",-,-,-,-,-,-,-,-
23939,gâteaux et pâtisseries,,Gâteau moelleux fourré au chocolat,461,"5,31","60,7","21,7","43,7",< 1,"9,88",63,"0,51","31,3","2,9","39,9",259,"0,65","0,7",4,< 1
23940,gâteaux et pâtisseries,,Génoise fourrée au chocolat,429,"5,46","52,6","20,8",35,"1,91","12,3",27,"0,43",120,"3,1",38,289,"0,69","0,7","2,56","< 0,5"
23941,gâteaux et pâtisseries,,Gâteau moelleux fourré aux fruits,353,"4,41","68,5","6,5","43,9","1,64","0,91","62,6","0,48","32,7","0,7","12,3",123,"0,4","0,2","2,7","< 0,5"
23950,gâteaux et pâtisseries,,"Muffin, aux myrtilles, au chocolat",432,"5,59","48,9","23,4","27,9","1,55","4,13",84,"0,9","27,6",2,"18,7",100,< 1,"< 0,2","6,2","0,6"
24630,gâteaux et pâtisseries,,"Madeleine traditionnelle, pur beurre",464,"5,6","52,6","25,5","27,4","0,8","15,7",163,"0,69",20,"0,67",11,81,"0,48","< 0,25","0,75","< 0,5"
24631,gâteaux et pâtisseries,,Madeleine chocolatéee,458,"6,06","51,5","24,9",29,"1,1","7,48","89,8","0,81",36,"2,1",24,160,"0,58","< 0,25","3,89",-
24632,gâteaux et pâtisseries,,Madeleine ordinairee,-,"5,2","53,5","25,2","23,8","1,2","2,49","85,3","0,89",19,"0,59","9,8",83,"0,39","0,33","5,36","< 0,5"
24663,gâteaux et pâtisseries,,Tarte aux poires amandine,310,"4,9","37,7","14,9","21,2","2,3","7,2","64,8","0,14",37,"0,57",27,140,"0,44","< 0,25","2,07","0,82"
24664,gâteaux et pâtisseries,,Gâteau aux amandes type financier,466,"9,1","44,3","27,4","34,6","2,6","13,3","57,9","0,47",54,"0,01",51,180,"0,51","< 0,25","3,75","< 0,5"
24665,gâteaux et pâtisseries,,"Gâteau aux amandes, préemballé",424,"5,78","60,1","17,3","37,4","2,15","7,37",-,"0,5",-,-,-,-,-,-,-,-
24666,gâteaux et pâtisseries,,Mille-feuille,292,"3,88","43,7","11,3","28,8","0,24","5,27",27,"0,42","67,4",< 1,"14,4",111,< 1,"< 0,2","0,57",-
22506,œufs,,Omelette au fromage,257,"17,4","3,34","19,3","0,5",0,"10,5",254,"0,49",-,"1,21","23,1",107,"2,41","1,68","0,93",0
22507,œufs,,Omelette aux lardons,216,"14,6","1,63","16,8","1,06",0,"6,41",273,"1,5","58,4","1,39","14,1",256,"1,34","1,12","0,98",0
22508,œufs,,Omelette aux champignons,127,"8,13","2,74","9,2",1,"0,3","2,56",249,"0,27",58,"1,39","10,8",187,"0,9","1,12","0,94",-
22509,œufs,,Omelette aux fines herbes,148,"9,44","2,16","11,2","0,7","0,4","3,1",303,"0,34",101,"1,85",14,186,"0,99","1,36","1,4",-
22510,œufs,,Tortilla espagnole (omelette),137,"4,67","11,2","7,73","0,93","1,69","1,6",-,"1,03",-,-,-,-,-,-,-,-
22511,œufs,,"Omelette, garnitures diverses",169,"9,86","5,22","11,9","0,87","0,63","4,34",261,"0,73",,"1,39","15,1",181,"1,4","1,29","0,99",
19673,produits laitiers frais et assimilés,,"Crème dessert, allégée en MG","83,8","3,62",15,"0,95","12,1","0,47","0,62",-,"0,19",127,-,-,-,-,-,-,-
19674,produits laitiers frais et assimilés,,"Flan aux œufs, rayon frais",117,"4,32","18,1","3,03","15,1",traces,"1,1",-,"0,1","86,3","0,35","12,9",150,"0,51",-,-,-
19678,produits laitiers frais et assimilés,,Lait emprésuré aromatisé,121,"5,63","19,1","2,5","16,5",0,"0,8",-,"0,15",208,-,"9,5",235,-,-,-,-
19679,produits laitiers frais et assimilés,,"Lait gélifié aromatisé, nappé caramel",111,"2,46","18,7","2,94","16,3","0,077","1,94","5,58","0,1","78,5",-,"8,13",148,"0,31",-,-,-
19680,produits laitiers frais et assimilés,,Lait gélifié aromatisé,145,"3,39","24,8","3,53","17,6","0,52","2,15","7,8","0,14",120,"0,61","14,5",181,"0,55","< 0,2","0,043","< 0,5"
19681,produits laitiers frais et assimilés,,"Liégeois ou viennois (chocolat, café, caramel ou vanille)",151,3,"21,6","5,78","15,6","0,27","3,88","22,9","0,13",100,"1,4",27,280,"0,48","0,16","0,21","< 0,5"
19683,produits laitiers frais et assimilés,,"Lait gélifié aromatisé, allégé en matière grasse et en sucre","77,8","4,17","11,8","1,08","10,1","2,22","0,71",-,"0,19",141,-,-,-,-,-,-,-
19685,produits laitiers frais et assimilés,,"Panna cotta, rayon frais",207,"2,41","22,6","10,7","19,2","1,86","7,83",68,"0,13","75,8",-,-,-,-,-,-,-
23534,produits laitiers frais et assimilés,,"Gâteau de semoule, raisins - caramel",143,"3,83","24,7","2,99","18,5","0,93","1,86",56,"0,1",64,"0,35",13,270,"0,38","< 0,25","0,26","< 0,5"
23536,produits laitiers frais et assimilés,,Gâteau de riz au caramel,146,"3,77","25,7","3,08","16,8",0,"2,14",32,"0,092",63,"0,3","7,8",84,"0,5","< 0,5","0,2","< 0,5"
39001,produits laitiers frais et assimilés,,"Milk-shake, provenant de fast food",131,"3,38","18,6","4,66","13,6","0,65","2,53",17,"0,21",114,"0,29",13,174,"0,47",0,"0,25","0,8"
39200,produits laitiers frais et assimilés,,Crème dessert au chocolat,125,"3,39","18,8","3,93","16,5","0,72","2,6","10,7","0,15",123,"1,6",25,260,"0,48",-,"0,1","< 0,5"
39206,produits laitiers frais et assimilés,,Mousse au chocolat (base laitière),180,"4,85","24,8","6,48","19,9","1,56","4,33","11,5","0,2",149,"4,64","59,5",371,"0,59","< 0,2","0,17","< 0,5"
39209,produits laitiers frais et assimilés,,"Crème caramel, rayon frais",139,"4,45","22,2","3,6",18,traces,"1,93",12,"0,14","84,9","0,32","12,8",150,"0,31","0,07","0,16",0
39211,produits laitiers frais et assimilés,,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.)",174,"4,32","18,8","8,88","16,4","0,67","5,23","66,6","0,14",100,"0,79",19,210,"0,53","< 0,25","0,46","< 0,5"
39212,produits laitiers frais et assimilés,,"Riz au lait, rayon frais",126,"3,34","21,3","3,01","12,9","0,28","1,97",9,"0,13","61,6","0,2","10,9",96,"0,4","< 0,5","0,095","< 0,5"
39213,produits laitiers frais et assimilés,,"Crème brûlée, rayon frais",282,"4,46",19,"20,8","15,6","0,61","12,9",193,"0,11","64,3","0,8","7,6",94,"0,6","< 0,5","1,17","< 0,5"
39214,produits laitiers frais et assimilés,,"Crème dessert à la vanille, appertisée",120,"3,7",18,"3,62","15,5","0,5","1,8",12,"0,17",115,"0,8",10,134,"0,6","0,1","0,1","0,2"
39215,produits laitiers frais et assimilés,,"Ile flottante, rayon frais",133,"4,98","20,9","3,31","18,8","0,047","1,52","31,5","0,11",97,"0,4","9,8",126,"0,9","< 0,5","0,31","< 0,5"
39218,produits laitiers frais et assimilés,,"Semoule au lait, rayon frais",119,"3,46","18,8","3,23","13,5","0,55","2,28","10,1","0,095","83,7",< 1,11,135,"0,39","0,7","< 0,1","0,5"
39228,produits laitiers frais et assimilés,,"Mousse aux fruits, rayon frais",148,"6,48","15,3","6,79","12,4","0,091","4,42","11,3","0,12",120,"0,3","7,9","72,5","0,3","1,08","0,32","< 0,5"
39229,produits laitiers frais et assimilés,,Crème dessert à la vanille,"99,4","2,82","14,6","3,33","14,4","0,095","2,25",-,"0,14",133,-,-,131,-,-,-,-
39230,produits laitiers frais et assimilés,,"Crème dessert, rayon frais",130,"3,36","17,5","5,07","15,8","0,46","3,25","35,1","0,14",119,"1,37",22,202,"0,49",,"0,25","0,24"
